TransactionNo,Items,DateTime,Daypart,DayType,Date,Time,DayType_fixed,Hour,Daypart_fixed,Popular_Item
2149,Bread,2016-11-26 15:34:00,Afternoon,Weekend,2016-11-26,15:34:00,Saturday,15,Afternoon,Not Popular
2149,Tea,2016-11-26 15:34:00,Afternoon,Weekend,2016-11-26,15:34:00,Saturday,15,Afternoon,Not Popular
2149,Alfajores,2016-11-26 15:34:00,Afternoon,Weekend,2016-11-26,15:34:00,Saturday,15,Afternoon,Not Popular
2149,Medialuna,2016-11-26 15:34:00,Afternoon,Weekend,2016-11-26,15:34:00,Saturday,15,Afternoon,Not Popular
2150,Bread,2016-11-26 15:44:00,Afternoon,Weekend,2016-11-26,15:44:00,Saturday,15,Afternoon,Not Popular
2150,Muffin,2016-11-26 15:44:00,Afternoon,Weekend,2016-11-26,15:44:00,Saturday,15,Afternoon,Not Popular
2150,Coffee,2016-11-26 15:44:00,Afternoon,Weekend,2016-11-26,15:44:00,Saturday,15,Afternoon,Popular
2151,Hot chocolate,2016-11-26 15:46:00,Afternoon,Weekend,2016-11-26,15:46:00,Saturday,15,Afternoon,Not Popular
2151,Bread,2016-11-26 15:46:00,Afternoon,Weekend,2016-11-26,15:46:00,Saturday,15,Afternoon,Not Popular
2151,Muffin,2016-11-26 15:46:00,Afternoon,Weekend,2016-11-26,15:46:00,Saturday,15,Afternoon,Not Popular
2151,Coffee,2016-11-26 15:46:00,Afternoon,Weekend,2016-11-26,15:46:00,Saturday,15,Afternoon,Popular
2151,Pastry,2016-11-26 15:46:00,Afternoon,Weekend,2016-11-26,15:46:00,Saturday,15,Afternoon,Not Popular
2152,Tea,2016-11-26 16:07:00,Afternoon,Weekend,2016-11-26,16:07:00,Saturday,16,Afternoon,Not Popular
2152,Alfajores,2016-11-26 16:07:00,Afternoon,Weekend,2016-11-26,16:07:00,Saturday,16,Afternoon,Not Popular
2153,Bakewell,2016-11-26 16:08:00,Afternoon,Weekend,2016-11-26,16:08:00,Saturday,16,Afternoon,Not Popular
2153,Cake,2016-11-26 16:08:00,Afternoon,Weekend,2016-11-26,16:08:00,Saturday,16,Afternoon,Not Popular
2154,Focaccia,2016-11-26 16:19:00,Afternoon,Weekend,2016-11-26,16:19:00,Saturday,16,Afternoon,Not Popular
2155,Tea,2016-11-26 16:34:00,Afternoon,Weekend,2016-11-26,16:34:00,Saturday,16,Afternoon,Not Popular
2155,Pastry,2016-11-26 16:34:00,Afternoon,Weekend,2016-11-26,16:34:00,Saturday,16,Afternoon,Not Popular
2155,Bakewell,2016-11-26 16:34:00,Afternoon,Weekend,2016-11-26,16:34:00,Saturday,16,Afternoon,Not Popular
2156,Alfajores,2016-11-26 16:47:00,Afternoon,Weekend,2016-11-26,16:47:00,Saturday,16,Afternoon,Not Popular
2156,Coffee,2016-11-26 16:47:00,Afternoon,Weekend,2016-11-26,16:47:00,Saturday,16,Afternoon,Popular
2157,Coffee,2016-11-26 16:50:00,Afternoon,Weekend,2016-11-26,16:50:00,Saturday,16,Afternoon,Popular
2157,Alfajores,2016-11-26 16:50:00,Afternoon,Weekend,2016-11-26,16:50:00,Saturday,16,Afternoon,Not Popular
2158,Coffee,2016-11-27 09:28:00,Morning,Weekend,2016-11-27,09:28:00,Sunday,9,Morning,Popular
2158,The Nomad,2016-11-27 09:28:00,Morning,Weekend,2016-11-27,09:28:00,Sunday,9,Morning,Not Popular
2158,Bread,2016-11-27 09:28:00,Morning,Weekend,2016-11-27,09:28:00,Sunday,9,Morning,Not Popular
2159,Coffee,2016-11-27 09:54:00,Morning,Weekend,2016-11-27,09:54:00,Sunday,9,Morning,Popular
2160,Coffee,2016-11-27 09:58:00,Morning,Weekend,2016-11-27,09:58:00,Sunday,9,Morning,Popular
2160,Jammie Dodgers,2016-11-27 09:58:00,Morning,Weekend,2016-11-27,09:58:00,Sunday,9,Morning,Not Popular
2160,Juice,2016-11-27 09:58:00,Morning,Weekend,2016-11-27,09:58:00,Sunday,9,Morning,Not Popular
2161,Medialuna,2016-11-27 09:59:00,Morning,Weekend,2016-11-27,09:59:00,Sunday,9,Morning,Not Popular
2162,Coffee,2016-11-27 10:03:00,Morning,Weekend,2016-11-27,10:03:00,Sunday,10,Morning,Popular
2162,Tea,2016-11-27 10:03:00,Morning,Weekend,2016-11-27,10:03:00,Sunday,10,Morning,Not Popular
2162,Juice,2016-11-27 10:03:00,Morning,Weekend,2016-11-27,10:03:00,Sunday,10,Morning,Not Popular
2162,Smoothies,2016-11-27 10:03:00,Morning,Weekend,2016-11-27,10:03:00,Sunday,10,Morning,Not Popular
2162,Jammie Dodgers,2016-11-27 10:03:00,Morning,Weekend,2016-11-27,10:03:00,Sunday,10,Morning,Not Popular
2162,Muffin,2016-11-27 10:03:00,Morning,Weekend,2016-11-27,10:03:00,Sunday,10,Morning,Not Popular
2162,Bakewell,2016-11-27 10:03:00,Morning,Weekend,2016-11-27,10:03:00,Sunday,10,Morning,Not Popular
2163,Cake,2016-11-27 10:05:00,Morning,Weekend,2016-11-27,10:05:00,Sunday,10,Morning,Not Popular
2163,Pastry,2016-11-27 10:05:00,Morning,Weekend,2016-11-27,10:05:00,Sunday,10,Morning,Not Popular
2164,Coffee,2016-11-27 10:08:00,Morning,Weekend,2016-11-27,10:08:00,Sunday,10,Morning,Popular
2164,Brownie,2016-11-27 10:08:00,Morning,Weekend,2016-11-27,10:08:00,Sunday,10,Morning,Not Popular
2165,Juice,2016-11-27 10:10:00,Morning,Weekend,2016-11-27,10:10:00,Sunday,10,Morning,Not Popular
2165,Jammie Dodgers,2016-11-27 10:10:00,Morning,Weekend,2016-11-27,10:10:00,Sunday,10,Morning,Not Popular
2166,Coffee,2016-11-27 10:23:00,Morning,Weekend,2016-11-27,10:23:00,Sunday,10,Morning,Popular
2167,Coffee,2016-11-27 10:27:00,Morning,Weekend,2016-11-27,10:27:00,Sunday,10,Morning,Popular
2167,Bakewell,2016-11-27 10:27:00,Morning,Weekend,2016-11-27,10:27:00,Sunday,10,Morning,Not Popular
2168,Bread,2016-11-27 10:34:00,Morning,Weekend,2016-11-27,10:34:00,Sunday,10,Morning,Not Popular
2168,Tea,2016-11-27 10:34:00,Morning,Weekend,2016-11-27,10:34:00,Sunday,10,Morning,Not Popular
2168,Pastry,2016-11-27 10:34:00,Morning,Weekend,2016-11-27,10:34:00,Sunday,10,Morning,Not Popular
2169,Bread,2016-11-27 10:48:00,Morning,Weekend,2016-11-27,10:48:00,Sunday,10,Morning,Not Popular
2169,Coffee,2016-11-27 10:48:00,Morning,Weekend,2016-11-27,10:48:00,Sunday,10,Morning,Popular
2169,Hot chocolate,2016-11-27 10:48:00,Morning,Weekend,2016-11-27,10:48:00,Sunday,10,Morning,Not Popular
2170,Pastry,2016-11-27 10:51:00,Morning,Weekend,2016-11-27,10:51:00,Sunday,10,Morning,Not Popular
2170,Coffee,2016-11-27 10:51:00,Morning,Weekend,2016-11-27,10:51:00,Sunday,10,Morning,Popular
2170,Hot chocolate,2016-11-27 10:51:00,Morning,Weekend,2016-11-27,10:51:00,Sunday,10,Morning,Not Popular
2171,Bread,2016-11-27 10:53:00,Morning,Weekend,2016-11-27,10:53:00,Sunday,10,Morning,Not Popular
2171,Coffee,2016-11-27 10:53:00,Morning,Weekend,2016-11-27,10:53:00,Sunday,10,Morning,Popular
2172,Alfajores,2016-11-27 10:55:00,Morning,Weekend,2016-11-27,10:55:00,Sunday,10,Morning,Not Popular
2172,Pastry,2016-11-27 10:55:00,Morning,Weekend,2016-11-27,10:55:00,Sunday,10,Morning,Not Popular
2173,Bread,2016-11-27 10:59:00,Morning,Weekend,2016-11-27,10:59:00,Sunday,10,Morning,Not Popular
2174,Coffee,2016-11-27 11:02:00,Morning,Weekend,2016-11-27,11:02:00,Sunday,11,Morning,Popular
2174,Hot chocolate,2016-11-27 11:02:00,Morning,Weekend,2016-11-27,11:02:00,Sunday,11,Morning,Not Popular
2174,Muffin,2016-11-27 11:02:00,Morning,Weekend,2016-11-27,11:02:00,Sunday,11,Morning,Not Popular
2175,Bread,2016-11-27 11:08:00,Morning,Weekend,2016-11-27,11:08:00,Sunday,11,Morning,Not Popular
2175,Coffee,2016-11-27 11:08:00,Morning,Weekend,2016-11-27,11:08:00,Sunday,11,Morning,Popular
2175,Smoothies,2016-11-27 11:08:00,Morning,Weekend,2016-11-27,11:08:00,Sunday,11,Morning,Not Popular
2175,Pastry,2016-11-27 11:08:00,Morning,Weekend,2016-11-27,11:08:00,Sunday,11,Morning,Not Popular
2176,Brownie,2016-11-27 11:14:00,Morning,Weekend,2016-11-27,11:14:00,Sunday,11,Morning,Not Popular
2176,Hot chocolate,2016-11-27 11:14:00,Morning,Weekend,2016-11-27,11:14:00,Sunday,11,Morning,Not Popular
2176,Coffee,2016-11-27 11:14:00,Morning,Weekend,2016-11-27,11:14:00,Sunday,11,Morning,Popular
2177,Tartine,2016-11-27 11:17:00,Morning,Weekend,2016-11-27,11:17:00,Sunday,11,Morning,Not Popular
2177,Hearty & Seasonal,2016-11-27 11:17:00,Morning,Weekend,2016-11-27,11:17:00,Sunday,11,Morning,Not Popular
2178,Fudge,2016-11-27 11:17:00,Morning,Weekend,2016-11-27,11:17:00,Sunday,11,Morning,Not Popular
2179,Bread,2016-11-27 11:18:00,Morning,Weekend,2016-11-27,11:18:00,Sunday,11,Morning,Not Popular
2180,Coffee,2016-11-27 11:20:00,Morning,Weekend,2016-11-27,11:20:00,Sunday,11,Morning,Popular
2181,Coffee,2016-11-27 11:21:00,Morning,Weekend,2016-11-27,11:21:00,Sunday,11,Morning,Popular
2181,Keeping It Local,2016-11-27 11:21:00,Morning,Weekend,2016-11-27,11:21:00,Sunday,11,Morning,Not Popular
2182,Coffee,2016-11-27 11:23:00,Morning,Weekend,2016-11-27,11:23:00,Sunday,11,Morning,Popular
2182,Tea,2016-11-27 11:23:00,Morning,Weekend,2016-11-27,11:23:00,Sunday,11,Morning,Not Popular
2182,Medialuna,2016-11-27 11:23:00,Morning,Weekend,2016-11-27,11:23:00,Sunday,11,Morning,Not Popular
2183,Medialuna,2016-11-27 11:25:00,Morning,Weekend,2016-11-27,11:25:00,Sunday,11,Morning,Not Popular
2183,Jammie Dodgers,2016-11-27 11:25:00,Morning,Weekend,2016-11-27,11:25:00,Sunday,11,Morning,Not Popular
2183,Tea,2016-11-27 11:25:00,Morning,Weekend,2016-11-27,11:25:00,Sunday,11,Morning,Not Popular
2183,Hot chocolate,2016-11-27 11:25:00,Morning,Weekend,2016-11-27,11:25:00,Sunday,11,Morning,Not Popular
2183,Muffin,2016-11-27 11:25:00,Morning,Weekend,2016-11-27,11:25:00,Sunday,11,Morning,Not Popular
2184,Coffee,2016-11-27 11:27:00,Morning,Weekend,2016-11-27,11:27:00,Sunday,11,Morning,Popular
2185,Coffee,2016-11-27 11:28:00,Morning,Weekend,2016-11-27,11:28:00,Sunday,11,Morning,Popular
2185,Keeping It Local,2016-11-27 11:28:00,Morning,Weekend,2016-11-27,11:28:00,Sunday,11,Morning,Not Popular
2186,Coffee,2016-11-27 11:30:00,Morning,Weekend,2016-11-27,11:30:00,Sunday,11,Morning,Popular
2186,Medialuna,2016-11-27 11:30:00,Morning,Weekend,2016-11-27,11:30:00,Sunday,11,Morning,Not Popular
2187,Bread,2016-11-27 11:32:00,Morning,Weekend,2016-11-27,11:32:00,Sunday,11,Morning,Not Popular
2187,Hot chocolate,2016-11-27 11:32:00,Morning,Weekend,2016-11-27,11:32:00,Sunday,11,Morning,Not Popular
2187,Medialuna,2016-11-27 11:32:00,Morning,Weekend,2016-11-27,11:32:00,Sunday,11,Morning,Not Popular
2188,Bread,2016-11-27 11:36:00,Morning,Weekend,2016-11-27,11:36:00,Sunday,11,Morning,Not Popular
2189,Bread,2016-11-27 11:42:00,Morning,Weekend,2016-11-27,11:42:00,Sunday,11,Morning,Not Popular
2190,Muffin,2016-11-27 11:49:00,Morning,Weekend,2016-11-27,11:49:00,Sunday,11,Morning,Not Popular
2190,Brownie,2016-11-27 11:49:00,Morning,Weekend,2016-11-27,11:49:00,Sunday,11,Morning,Not Popular
2190,Alfajores,2016-11-27 11:49:00,Morning,Weekend,2016-11-27,11:49:00,Sunday,11,Morning,Not Popular
2190,Hot chocolate,2016-11-27 11:49:00,Morning,Weekend,2016-11-27,11:49:00,Sunday,11,Morning,Not Popular
2190,Coffee,2016-11-27 11:49:00,Morning,Weekend,2016-11-27,11:49:00,Sunday,11,Morning,Popular
2191,Pastry,2016-11-27 11:55:00,Morning,Weekend,2016-11-27,11:55:00,Sunday,11,Morning,Not Popular
2192,Brownie,2016-11-27 11:59:00,Morning,Weekend,2016-11-27,11:59:00,Sunday,11,Morning,Not Popular
2192,Coffee,2016-11-27 11:59:00,Morning,Weekend,2016-11-27,11:59:00,Sunday,11,Morning,Popular
2193,Jammie Dodgers,2016-11-27 12:15:00,Afternoon,Weekend,2016-11-27,12:15:00,Sunday,12,Afternoon,Not Popular
2194,Coffee,2016-11-27 12:16:00,Afternoon,Weekend,2016-11-27,12:16:00,Sunday,12,Afternoon,Popular
2194,Hearty & Seasonal,2016-11-27 12:16:00,Afternoon,Weekend,2016-11-27,12:16:00,Sunday,12,Afternoon,Not Popular
2195,Art Tray,2016-11-27 12:21:00,Afternoon,Weekend,2016-11-27,12:21:00,Sunday,12,Afternoon,Not Popular
2195,Hearty & Seasonal,2016-11-27 12:21:00,Afternoon,Weekend,2016-11-27,12:21:00,Sunday,12,Afternoon,Not Popular
2195,Tea,2016-11-27 12:21:00,Afternoon,Weekend,2016-11-27,12:21:00,Sunday,12,Afternoon,Not Popular
2195,Coffee,2016-11-27 12:21:00,Afternoon,Weekend,2016-11-27,12:21:00,Sunday,12,Afternoon,Popular
2196,Coffee,2016-11-27 12:30:00,Afternoon,Weekend,2016-11-27,12:30:00,Sunday,12,Afternoon,Popular
2196,Alfajores,2016-11-27 12:30:00,Afternoon,Weekend,2016-11-27,12:30:00,Sunday,12,Afternoon,Not Popular
2196,Brownie,2016-11-27 12:30:00,Afternoon,Weekend,2016-11-27,12:30:00,Sunday,12,Afternoon,Not Popular
2197,Coffee,2016-11-27 12:35:00,Afternoon,Weekend,2016-11-27,12:35:00,Sunday,12,Afternoon,Popular
2197,Medialuna,2016-11-27 12:35:00,Afternoon,Weekend,2016-11-27,12:35:00,Sunday,12,Afternoon,Not Popular
2197,Hearty & Seasonal,2016-11-27 12:35:00,Afternoon,Weekend,2016-11-27,12:35:00,Sunday,12,Afternoon,Not Popular
2198,Coffee,2016-11-27 12:45:00,Afternoon,Weekend,2016-11-27,12:45:00,Sunday,12,Afternoon,Popular
2198,Bread,2016-11-27 12:45:00,Afternoon,Weekend,2016-11-27,12:45:00,Sunday,12,Afternoon,Not Popular
2198,Farm House,2016-11-27 12:45:00,Afternoon,Weekend,2016-11-27,12:45:00,Sunday,12,Afternoon,Not Popular
2199,Farm House,2016-11-27 12:52:00,Afternoon,Weekend,2016-11-27,12:52:00,Sunday,12,Afternoon,Not Popular
2200,Coffee,2016-11-27 12:56:00,Afternoon,Weekend,2016-11-27,12:56:00,Sunday,12,Afternoon,Popular
2200,Tea,2016-11-27 12:56:00,Afternoon,Weekend,2016-11-27,12:56:00,Sunday,12,Afternoon,Not Popular
2200,Cake,2016-11-27 12:56:00,Afternoon,Weekend,2016-11-27,12:56:00,Sunday,12,Afternoon,Not Popular
2201,Hearty & Seasonal,2016-11-27 12:58:00,Afternoon,Weekend,2016-11-27,12:58:00,Sunday,12,Afternoon,Not Popular
2201,Tea,2016-11-27 12:58:00,Afternoon,Weekend,2016-11-27,12:58:00,Sunday,12,Afternoon,Not Popular
2202,Hot chocolate,2016-11-27 13:15:00,Afternoon,Weekend,2016-11-27,13:15:00,Sunday,13,Afternoon,Not Popular
2202,Coffee,2016-11-27 13:15:00,Afternoon,Weekend,2016-11-27,13:15:00,Sunday,13,Afternoon,Popular
2203,Bakewell,2016-11-27 13:16:00,Afternoon,Weekend,2016-11-27,13:16:00,Sunday,13,Afternoon,Not Popular
2203,Cake,2016-11-27 13:16:00,Afternoon,Weekend,2016-11-27,13:16:00,Sunday,13,Afternoon,Not Popular
2204,Coffee,2016-11-27 13:38:00,Afternoon,Weekend,2016-11-27,13:38:00,Sunday,13,Afternoon,Popular
2204,Hearty & Seasonal,2016-11-27 13:38:00,Afternoon,Weekend,2016-11-27,13:38:00,Sunday,13,Afternoon,Not Popular
2205,Coffee,2016-11-27 13:44:00,Afternoon,Weekend,2016-11-27,13:44:00,Sunday,13,Afternoon,Popular
2205,Muffin,2016-11-27 13:44:00,Afternoon,Weekend,2016-11-27,13:44:00,Sunday,13,Afternoon,Not Popular
2206,Cake,2016-11-27 13:46:00,Afternoon,Weekend,2016-11-27,13:46:00,Sunday,13,Afternoon,Not Popular
2206,Brownie,2016-11-27 13:46:00,Afternoon,Weekend,2016-11-27,13:46:00,Sunday,13,Afternoon,Not Popular
2207,Coffee,2016-11-27 14:00:00,Afternoon,Weekend,2016-11-27,14:00:00,Sunday,14,Afternoon,Popular
2207,Sandwich,2016-11-27 14:00:00,Afternoon,Weekend,2016-11-27,14:00:00,Sunday,14,Afternoon,Not Popular
2207,Bakewell,2016-11-27 14:00:00,Afternoon,Weekend,2016-11-27,14:00:00,Sunday,14,Afternoon,Not Popular
2207,Cookies,2016-11-27 14:00:00,Afternoon,Weekend,2016-11-27,14:00:00,Sunday,14,Afternoon,Not Popular
2207,Art Tray,2016-11-27 14:00:00,Afternoon,Weekend,2016-11-27,14:00:00,Sunday,14,Afternoon,Not Popular
2208,Bakewell,2016-11-27 14:00:00,Afternoon,Weekend,2016-11-27,14:00:00,Sunday,14,Afternoon,Not Popular
2209,Coffee,2016-11-27 14:32:00,Afternoon,Weekend,2016-11-27,14:32:00,Sunday,14,Afternoon,Popular
2210,Coffee,2016-11-27 14:42:00,Afternoon,Weekend,2016-11-27,14:42:00,Sunday,14,Afternoon,Popular
2210,Medialuna,2016-11-27 14:42:00,Afternoon,Weekend,2016-11-27,14:42:00,Sunday,14,Afternoon,Not Popular
2210,Cookies,2016-11-27 14:42:00,Afternoon,Weekend,2016-11-27,14:42:00,Sunday,14,Afternoon,Not Popular
2211,Alfajores,2016-11-27 14:45:00,Afternoon,Weekend,2016-11-27,14:45:00,Sunday,14,Afternoon,Not Popular
2211,Cake,2016-11-27 14:45:00,Afternoon,Weekend,2016-11-27,14:45:00,Sunday,14,Afternoon,Not Popular
2211,Coffee,2016-11-27 14:45:00,Afternoon,Weekend,2016-11-27,14:45:00,Sunday,14,Afternoon,Popular
2212,Fudge,2016-11-27 14:46:00,Afternoon,Weekend,2016-11-27,14:46:00,Sunday,14,Afternoon,Not Popular
2213,Mineral water,2016-11-27 15:37:00,Afternoon,Weekend,2016-11-27,15:37:00,Sunday,15,Afternoon,Not Popular
2214,Brownie,2016-11-27 15:43:00,Afternoon,Weekend,2016-11-27,15:43:00,Sunday,15,Afternoon,Not Popular
2214,Bakewell,2016-11-27 15:43:00,Afternoon,Weekend,2016-11-27,15:43:00,Sunday,15,Afternoon,Not Popular
2214,Bread,2016-11-27 15:43:00,Afternoon,Weekend,2016-11-27,15:43:00,Sunday,15,Afternoon,Not Popular
2214,Coffee,2016-11-27 15:43:00,Afternoon,Weekend,2016-11-27,15:43:00,Sunday,15,Afternoon,Popular
2215,Coffee,2016-11-27 15:51:00,Afternoon,Weekend,2016-11-27,15:51:00,Sunday,15,Afternoon,Popular
2215,Tea,2016-11-27 15:51:00,Afternoon,Weekend,2016-11-27,15:51:00,Sunday,15,Afternoon,Not Popular
2216,Coffee,2016-11-27 16:12:00,Afternoon,Weekend,2016-11-27,16:12:00,Sunday,16,Afternoon,Popular
2217,Coffee,2016-11-28 07:44:00,Morning,Weekday,2016-11-28,07:44:00,Monday,7,Morning,Popular
2217,Bread,2016-11-28 07:44:00,Morning,Weekday,2016-11-28,07:44:00,Monday,7,Morning,Not Popular
2218,Pastry,2016-11-28 07:49:00,Morning,Weekday,2016-11-28,07:49:00,Monday,7,Morning,Not Popular
2219,Bread,2016-11-28 08:14:00,Morning,Weekday,2016-11-28,08:14:00,Monday,8,Morning,Not Popular
2220,Medialuna,2016-11-28 08:38:00,Morning,Weekday,2016-11-28,08:38:00,Monday,8,Morning,Not Popular
2220,Coffee,2016-11-28 08:38:00,Morning,Weekday,2016-11-28,08:38:00,Monday,8,Morning,Popular
2221,Coffee,2016-11-28 09:01:00,Morning,Weekday,2016-11-28,09:01:00,Monday,9,Morning,Popular
2222,Ella's Kitchen Pouches,2016-11-28 09:14:00,Morning,Weekday,2016-11-28,09:14:00,Monday,9,Morning,Not Popular
2222,Coffee,2016-11-28 09:14:00,Morning,Weekday,2016-11-28,09:14:00,Monday,9,Morning,Popular
2223,Coffee,2016-11-28 09:45:00,Morning,Weekday,2016-11-28,09:45:00,Monday,9,Morning,Popular
2223,Pastry,2016-11-28 09:45:00,Morning,Weekday,2016-11-28,09:45:00,Monday,9,Morning,Not Popular
2224,Coffee,2016-11-28 09:52:00,Morning,Weekday,2016-11-28,09:52:00,Monday,9,Morning,Popular
2225,Coffee,2016-11-28 10:12:00,Morning,Weekday,2016-11-28,10:12:00,Monday,10,Morning,Popular
2225,Tartine,2016-11-28 10:12:00,Morning,Weekday,2016-11-28,10:12:00,Monday,10,Morning,Not Popular
2226,Bread,2016-11-28 10:20:00,Morning,Weekday,2016-11-28,10:20:00,Monday,10,Morning,Not Popular
2227,Coffee,2016-11-28 10:35:00,Morning,Weekday,2016-11-28,10:35:00,Monday,10,Morning,Popular
2228,Tea,2016-11-28 10:48:00,Morning,Weekday,2016-11-28,10:48:00,Monday,10,Morning,Not Popular
2228,Coffee,2016-11-28 10:48:00,Morning,Weekday,2016-11-28,10:48:00,Monday,10,Morning,Popular
2229,Coffee,2016-11-28 10:51:00,Morning,Weekday,2016-11-28,10:51:00,Monday,10,Morning,Popular
2229,Medialuna,2016-11-28 10:51:00,Morning,Weekday,2016-11-28,10:51:00,Monday,10,Morning,Not Popular
2229,Pastry,2016-11-28 10:51:00,Morning,Weekday,2016-11-28,10:51:00,Monday,10,Morning,Not Popular
2230,Pastry,2016-11-28 11:10:00,Morning,Weekday,2016-11-28,11:10:00,Monday,11,Morning,Not Popular
2230,Coffee,2016-11-28 11:10:00,Morning,Weekday,2016-11-28,11:10:00,Monday,11,Morning,Popular
2231,Coffee,2016-11-28 11:11:00,Morning,Weekday,2016-11-28,11:11:00,Monday,11,Morning,Popular
2231,Medialuna,2016-11-28 11:11:00,Morning,Weekday,2016-11-28,11:11:00,Monday,11,Morning,Not Popular
2232,Tea,2016-11-28 11:30:00,Morning,Weekday,2016-11-28,11:30:00,Monday,11,Morning,Not Popular
2232,Coffee,2016-11-28 11:30:00,Morning,Weekday,2016-11-28,11:30:00,Monday,11,Morning,Popular
2232,Keeping It Local,2016-11-28 11:30:00,Morning,Weekday,2016-11-28,11:30:00,Monday,11,Morning,Not Popular
2234,Pastry,2016-11-28 11:46:00,Morning,Weekday,2016-11-28,11:46:00,Monday,11,Morning,Not Popular
2234,Bread,2016-11-28 11:46:00,Morning,Weekday,2016-11-28,11:46:00,Monday,11,Morning,Not Popular
2234,Cookies,2016-11-28 11:46:00,Morning,Weekday,2016-11-28,11:46:00,Monday,11,Morning,Not Popular
2234,Coffee,2016-11-28 11:46:00,Morning,Weekday,2016-11-28,11:46:00,Monday,11,Morning,Popular
2235,Jam,2016-11-28 12:05:00,Afternoon,Weekday,2016-11-28,12:05:00,Monday,12,Afternoon,Not Popular
2235,Sandwich,2016-11-28 12:05:00,Afternoon,Weekday,2016-11-28,12:05:00,Monday,12,Afternoon,Not Popular
2235,Bread,2016-11-28 12:05:00,Afternoon,Weekday,2016-11-28,12:05:00,Monday,12,Afternoon,Not Popular
2235,Smoothies,2016-11-28 12:05:00,Afternoon,Weekday,2016-11-28,12:05:00,Monday,12,Afternoon,Not Popular
2236,Bread,2016-11-28 12:06:00,Afternoon,Weekday,2016-11-28,12:06:00,Monday,12,Afternoon,Not Popular
2236,Cookies,2016-11-28 12:06:00,Afternoon,Weekday,2016-11-28,12:06:00,Monday,12,Afternoon,Not Popular
2237,Bread,2016-11-28 12:26:00,Afternoon,Weekday,2016-11-28,12:26:00,Monday,12,Afternoon,Not Popular
2238,Cookies,2016-11-28 12:56:00,Afternoon,Weekday,2016-11-28,12:56:00,Monday,12,Afternoon,Not Popular
2238,Coffee,2016-11-28 12:56:00,Afternoon,Weekday,2016-11-28,12:56:00,Monday,12,Afternoon,Popular
2239,Sandwich,2016-11-28 13:10:00,Afternoon,Weekday,2016-11-28,13:10:00,Monday,13,Afternoon,Not Popular
2241,Hot chocolate,2016-11-28 13:27:00,Afternoon,Weekday,2016-11-28,13:27:00,Monday,13,Afternoon,Not Popular
2242,Bread,2016-11-28 13:31:00,Afternoon,Weekday,2016-11-28,13:31:00,Monday,13,Afternoon,Not Popular
2242,Coffee,2016-11-28 13:31:00,Afternoon,Weekday,2016-11-28,13:31:00,Monday,13,Afternoon,Popular
2242,Bakewell,2016-11-28 13:31:00,Afternoon,Weekday,2016-11-28,13:31:00,Monday,13,Afternoon,Not Popular
2242,Lemon and coconut,2016-11-28 13:31:00,Afternoon,Weekday,2016-11-28,13:31:00,Monday,13,Afternoon,Not Popular
2243,Coffee,2016-11-28 13:38:00,Afternoon,Weekday,2016-11-28,13:38:00,Monday,13,Afternoon,Popular
2244,Coffee,2016-11-28 13:58:00,Afternoon,Weekday,2016-11-28,13:58:00,Monday,13,Afternoon,Popular
2244,Lemon and coconut,2016-11-28 13:58:00,Afternoon,Weekday,2016-11-28,13:58:00,Monday,13,Afternoon,Not Popular
2244,Sandwich,2016-11-28 13:58:00,Afternoon,Weekday,2016-11-28,13:58:00,Monday,13,Afternoon,Not Popular
2245,Tea,2016-11-28 14:05:00,Afternoon,Weekday,2016-11-28,14:05:00,Monday,14,Afternoon,Not Popular
2246,Bread,2016-11-28 14:09:00,Afternoon,Weekday,2016-11-28,14:09:00,Monday,14,Afternoon,Not Popular
2246,Coffee,2016-11-28 14:09:00,Afternoon,Weekday,2016-11-28,14:09:00,Monday,14,Afternoon,Popular
2248,Bread,2016-11-28 14:48:00,Afternoon,Weekday,2016-11-28,14:48:00,Monday,14,Afternoon,Not Popular
2249,Bread,2016-11-28 15:08:00,Afternoon,Weekday,2016-11-28,15:08:00,Monday,15,Afternoon,Not Popular
2250,Coffee,2016-11-28 15:12:00,Afternoon,Weekday,2016-11-28,15:12:00,Monday,15,Afternoon,Popular
2251,Coffee,2016-11-28 15:24:00,Afternoon,Weekday,2016-11-28,15:24:00,Monday,15,Afternoon,Popular
2251,Hot chocolate,2016-11-28 15:24:00,Afternoon,Weekday,2016-11-28,15:24:00,Monday,15,Afternoon,Not Popular
2251,Pastry,2016-11-28 15:24:00,Afternoon,Weekday,2016-11-28,15:24:00,Monday,15,Afternoon,Not Popular
2251,Cake,2016-11-28 15:24:00,Afternoon,Weekday,2016-11-28,15:24:00,Monday,15,Afternoon,Not Popular
2252,Bread,2016-11-28 15:27:00,Afternoon,Weekday,2016-11-28,15:27:00,Monday,15,Afternoon,Not Popular
2253,Bread,2016-11-28 15:28:00,Afternoon,Weekday,2016-11-28,15:28:00,Monday,15,Afternoon,Not Popular
2254,Bread,2016-11-28 15:58:00,Afternoon,Weekday,2016-11-28,15:58:00,Monday,15,Afternoon,Not Popular
2255,Coffee,2016-11-28 16:03:00,Afternoon,Weekday,2016-11-28,16:03:00,Monday,16,Afternoon,Popular
2256,Bread,2016-11-28 16:14:00,Afternoon,Weekday,2016-11-28,16:14:00,Monday,16,Afternoon,Not Popular
2256,Tea,2016-11-28 16:14:00,Afternoon,Weekday,2016-11-28,16:14:00,Monday,16,Afternoon,Not Popular
